Rating,Promotion,Show,Date,Year,Match Listing,Match Type,Notes,Card,S/M,Amount,Participants
2,NJPW,New Japan vs. IWE,08/10/1981,1981,Dino Bravo & Riki Choshu vs. Hulk Hogan & Stan Hansen,Tag Team Match,,Link,M,4,"dinobravo1, rikichoshu1, hulkhogan1, stanhansen1, , , , , ,"
4.75,NJPW,Bloody Fight Series 1981 - Day 29,23/09/1981,1981,Stan Hansen vs. Andre The Giant,Singles Match,,Link,S,2,"stanhansen1, andrethegiant1, , , , , , , ,"
2,NJPW,Bloody Fight Series 1981 - Day 29,23/09/1981,1981,Tatsumi Fujinami (c) vs. El Solitario,WWF Junior Heavyweight Title Match,,Link,S,2,"tatsumifujinami1, elsolitario1, , , , , , , ,"
2,NJPW,Bloody Fight Series 1981 - Day 25,18/09/1981,1981,Stan Hansen vs. Antonio Inoki,Singles Match,,Link,S,2,"stanhansen1, antonioinoki1, , , , , , , ,"
1,NJPW,Bloody Fight Series 1981 - Day 25,18/09/1981,1981,Tatsumi Fujinami & Tiger Mask vs. El Solitario & Solar,Tag Team Match,,Link,M,4,"tatsumifujinami1, tigermask1, elsolitario1, solar1, , , , , ,"
4,NJPW,Bloody Fight Series 1981 - Day 24,17/09/1981,1981,Andre The Giant vs. Antonio Inoki,Singles Match,,Link,S,2,"andrethegiant1, antonioinoki1, , , , , , , ,"
3,NJPW,Bloody Fight Series 1981 - Day 24,17/09/1981,1981,Tiger Mask vs. Brazo de Plata,Singles Match,,Link,S,2,"tigermask1, brazodeplata1, , , , , , , ,"
2,NJPW,Bloody Fight Series 1981 - Day 17,09/09/1981,1981,Bad News Allen & Stan Hansen vs. Antonio Inoki & Riki Choshu,Best Two Out Of Three Falls Tag Team Match,,Link,M,4,"badnewsallen1, stanhansen1, antonioinoki1, rikichoshu1, , , , , ,"
1,NJPW,Bloody Fight Series 1981 - Day 17,09/09/1981,1981,Tatsumi Fujinami & Tiger Mask vs. Los Brazos (Brazo de Oro & Brazo de Plata),Tag Team Match,,Link,M,4,"tatsumifujinami1, tigermask1, brazodeoro1, brazodeplata1, , , , , ,"
1,NJPW,Bloody Fight Series 1981 - Day 17,09/09/1981,1981,Andre The Giant vs. Seiji Sakaguchi,Singles Match,,Link,S,2,"andrethegiant1, seijisakaguchi1, , , , , , , ,"
3,NJPW,Bloody Fight Series 1981 - Day 13,04/09/1981,1981,"Andre The Giant, Bad News Allen & Stan Hansen vs. Antonio Inoki, Riki Choshu & Tiger Toguchi",Best Two Out Of Three Falls Six Man Tag Team Match,,Link,M,6,"andrethegiant1, badnewsallen1, stanhansen1, antonioinoki1, rikichoshu1, kimduk1, , , ,"
2,NJPW,Bloody Fight Series 1981 - Day 13,04/09/1981,1981,Tatsumi Fujinami & Tiger Mask vs. El Solitario & Pete Roberts,Tag Team Match,,Link,M,4,"tatsumifujinami1, tigermask1, elsolitario1, peteroberts1, , , , , ,"
2,NJPW,Bloody Fight Series 1981 - Day 7,28/08/1981,1981,Tiger Mask vs. Brazo de Oro,Singles Match,,Link,S,2,"tigermask1, brazodeoro1, , , , , , , ,"
2,NJPW,Bloody Fight Series 1981 - Day 7,28/08/1981,1981,"Bad News Allen, Pete Roberts & Stan Hansen vs. Riki Choshu, Seiji Sakaguchi & Tatsumi Fujinami",Six Man Tag Team Match,,Link,M,6,"badnewsallen1, peteroberts1, stanhansen1, rikichoshu1, seijisakaguchi1, tatsumifujinami1, , , ,"
2,NJPW,Bloody Fight Series 1981 - Day 7,28/08/1981,1981,Antonio Inoki vs. Dick Murdoch,Singles Match,,Link,S,2,"antonioinoki1, dickmurdoch1, , , , , , , ,"
3,NJPW,Bloody Fight Series 1981 - Day 1,21/08/1981,1981,El Solitario & Tiger Mask vs. Los Brazos (Brazo de Oro & Brazo de Plata),Tag Team Match,,Link,M,4,"elsolitario1, tigermask1, brazodeoro1, brazodeplata1, , , , , ,"
3,NJPW,Bloody Fight Series 1981 - Day 1,21/08/1981,1981,Dick Murdoch vs. Tiger Toguchi,Singles Match,,Link,S,2,"dickmurdoch1, kimduk1, , , , , , , ,"
2,NJPW,Summer Fight Series 1981 - Day 30,06/08/1981,1981,Masked Superstar vs. Antonio Inoki,Singles Match,,Link,S,2,"billeadie1, antonioinoki1, , , , , , , ,"
3,NJPW,Summer Fight Series 1981 - Day 26,02/08/1981,1981,Abdullah The Butcher vs. Tatsumi Fujinami,Singles Match,,Link,S,2,"abdullahthebutcher1, tatsumifujinami1, , , , , , , ,"
2,NJPW,Summer Fight Series 1981 - Day 26,02/08/1981,1981,Tiger Mask vs. Scorpio,Singles Match,,Link,S,2,"tigermask1, scorpio1, , , , , , , ,"
2,NJPW,Summer Fight Series 1981 - Day 26,02/08/1981,1981,Bad News Allen vs. Antonio Inoki,Singles Match,,Link,S,2,"antonioinoki1, badnewsallen1, , , , , , , ,"
2,NJPW,Summer Fight Series 1981 - Day 25,31/07/1981,1981,Bad News Allen & Masked Superstar vs. Antonio Inoki & Riki Choshu,Tag Team Match,,Link,M,4,"badnewsallen1, billeadie1, antonioinoki1, rikichoshu1, , , , , ,"
3,NJPW,Summer Fight Series 1981 - Day 19,24/07/1981,1981,Stanley Lane vs. George Takano,Singles Match,,Link,S,2,"stanlane1, georgetakano1, , , , , , , ,"
3,NJPW,Summer Fight Series 1981 - Day 6,10/07/1981,1981,Tatsumi Fujinami (c) vs. Stanley Lane,WWF Junior Heavyweight Title Match,,Link,S,2,"tatsumifujinami1, stanlane1, , , , , , , ,"
3,NJPW,Summer Fight Series 1981 - Day 1,03/07/1981,1981,Abdullah The Butcher & Bad News Allen vs. Antonio Inoki & Seiji Sakaguchi,Tag Team Match,,Link,M,4,"abdullahthebutcher1, badnewsallen1, antonioinoki1, seijisakaguchi1, , , , , ,"
2,NJPW,Summer Fight Series 1981 - Day 1,03/07/1981,1981,Tatsumi Fujinami (c) vs. Les Thornton,WWF Junior Heavyweight Title Match,,Link,S,2,"tatsumifujinami1, lesthornton1, , , , , , , ,"
4,NJPW,10th Anniversary,24/06/1981,1981,Abdullah The Butcher & Stan Hansen vs. Antonio Inoki & Yoshiaki Yatsu,Best Two Out Of Three Falls Tag Team Match,,Link,M,4,"abdullahthebutcher1, stanhansen1, antonioinoki1, yoshiakiyatsu1, , , , , ,"
3,NJPW,10th Anniversary,24/06/1981,1981,Tiger Mask vs. Villano III,Singles Match,,Link,S,2,"tigermask1, villano3, , , , , , , ,"
3,NJPW,4th Madison Square Garden Series - Day 26,04/06/1981,1981,Stan Hansen vs. Antonio Inoki,MSG Series 1981 Final Match,,Link,S,2,"stanhansen1, antonioinoki1, , , , , , , ,"
2,NJPW,4th Madison Square Garden Series - Day 26,04/06/1981,1981,Tatsumi Fujinami & Tiger Mask vs. Chris Adams & Mike Masters,Tag Team Match,,Link,M,4,"tatsumifujinami1, tigermask1, chrisadams1, mikemasters1, , , , , ,"
2,NJPW,4th Madison Square Garden Series - Day 26,04/06/1981,1981,Bob Backlund & Dusty Rhodes vs. Bobby Duncum & Sgt. Slaughter,Tag Team Match,,Link,M,4,"bobbacklund1, dustyrhodes1, sgtslaughter1, bobbyduncum1, , , , , ,"
1,NJPW,4th Madison Square Garden Series - Day 26,04/06/1981,1981,Antonio Inoki vs. Tiger Jeet Singh,MSG Series 1981 Semi Final Match,,Link,S,2,"antonioinoki1, tigerjeetsingh1, , , , , , , ,"
2,NJPW,4th Madison Square Garden Series - Day 25,03/06/1981,1981,Bob Backlund (c) vs. Hulk Hogan,WWF Heavyweight Title Match,,Link,S,2,"bobbacklund1, hulkhogan1, , , , , , , ,"
2,NJPW,4th Madison Square Garden Series - Day 25,03/06/1981,1981,Antonio Inoki & Dusty Rhodes vs. Bobby Duncum & Sgt. Slaughter,Tag Team Match,,Link,M,4,"antonioinoki1, dustyrhodes1, sgtslaughter1, bobbyduncum1, , , , , ,"
2,NJPW,4th Madison Square Garden Series - Day 20,29/05/1981,1981,Hulk Hogan & Stan Hansen vs. Bob Backlund & Dusty Rhodes,Tag Team Match,,Link,M,4,"hulkhogan1, stanhansen1, bobbacklund1, dustyrhodes1, , , , , ,"
2,NJPW,4th Madison Square Garden Series - Day 20,29/05/1981,1981,Antonio Inoki vs. Tiger Jeet Singh,MSG Series 1981 Match,,Link,S,2,"antonioinoki1, tigerjeetsingh1, , , , , , , ,"
2,NJPW,4th Madison Square Garden Series - Day 17,26/05/1981,1981,Hulk Hogan & Stan Hansen vs. Antonio Inoki & Dusty Rhodes,Tag Team Match,,Link,M,4,"hulkhogan1, stanhansen1, antonioinoki1, dustyrhodes1, , , , , ,"
1,NJPW,4th Madison Square Garden Series - Day 1,08/05/1981,1981,Sgt. Slaughter vs. Yoshiaki Fujiwara,Singles Match,,Link,S,2,"sgtslaughter1, yoshiakifujiwara1, , , , , , , ,"
1,NJPW,4th Madison Square Garden Series - Day 1,08/05/1981,1981,Tiger Mask vs. Black Cat,Singles Match,,Link,S,2,"tigermask1, blackcat1, , , , , , , ,"
3,NJPW,Big Fight Series II - Day 17,23/04/1981,1981,Tiger Mask vs. Dynamite Kid,Singles Match,,Link,S,2,"tigermask1, dynamitekid1, , , , , , , ,"
2,NJPW,Big Fight Series II - Day 17,23/04/1981,1981,Stan Hansen vs. Antonio Inoki,NWF Heavyweight Title Match,Vacant,Link,S,2,"stanhansen1, antonioinoki1, , , , , , , ,"
2,NJPW,WWF Big Fight Series II - Day 13,17/04/1981,1981,Antonio Inoki (c) vs. Stan Hansen,NWF Heavyweight Title Match,,Link,S,2,"antonioinoki1, stanhansen1, , , , , , , ,"
2,NJPW,WWF Big Fight Series 1981 - Day 7,13/03/1981,1981,Gran Hamada vs. Anibal,Singles Match,,Link,S,2,"granhamada1, anibal1, , , , , , , ,"
1,NJPW,New Year Golden Series 1981 - Day 26,09/02/1981,1981,Antonio Inoki & Tatsumi Fujinami vs. Bobby Duncum & Tiger Jeet Singh,Best Two Out Of Three Falls Tag Team Match,,Link,M,4,"antonioinoki1, tatsumifujinami1, bobbyduncum1, tigerjeetsingh1, , , , , ,"
2,NJPW,1st Madison Square Garden Tag League - Day 19,10/12/1980,1980,Andre The Giant & The Hangman vs. Riki Choshu & Seiji Sakaguchi,Tag Team Match,,Link,M,4,"andrethegiant1, hangman1, rikichoshu1, seijisakaguchi1, , , , , ,"
2,NJPW,1st Madison Square Garden Tag League - Day 19,10/12/1980,1980,Hulk Hogan & Stan Hansen vs. Antonio Inoki & Bob Backlund,MSG Tag League 1980 Final Match,,Link,M,4,"hulkhogan1, stanhansen1, antonioinoki1, bobbacklund1, , , , , ,"
2,NJPW,1st Madison Square Garden Tag League - Day 18,09/12/1980,1980,Dusty Rhodes vs. Hulk Hogan,Singles Match,,Link,S,2,"dustyrhodes1, hulkhogan1, , , , , , , ,"
2,NJPW,1st Madison Square Garden Tag League - Day 18,09/12/1980,1980,Stan Hansen vs. Bob Backlund,Singles Match,,Link,S,2,"stanhansen1, bobbacklund1, , , , , , , ,"
2,NJPW,1st Madison Square Garden Tag League - Day 18,09/12/1980,1980,Andre The Giant vs. Antonio Inoki,Singles Match,,Link,S,2,"andrethegiant1, antonioinoki1, , , , , , , ,"
3,NJPW,1st Madison Square Garden Tag League - Day 14,05/12/1980,1980,Kantaro Hoshino & Riki Choshu vs. Kengo Kimura & Tatsumi Fujinami,MSG Tag League 1980 Match,,Link,M,4,"kantarohoshino1, rikichoshu1, kengokimura1, tatsumifujinami1, , , , , ,"
1,NJPW,1st Madison Square Garden Tag League - Day 14,05/12/1980,1980,Antonio Inoki & Bob Backlund vs. Tiger Jeet Singh & Umanosuke Ueda,MSG Tag League 1980 Match,,Link,M,4,"antonioinoki1, bobbacklund1, tigerjeetsingh1, umanosukeueda1, , , , , ,"
2,NJPW,1st Madison Square Garden Tag League - Day 7,28/11/1980,1980,Hulk Hogan & Stan Hansen vs. Andre The Giant & The Hangman,MSG Tag League 1980 Match,,Link,M,4,"hulkhogan1, stanhansen1, andrethegiant1, hangman1, , , , , ,"
2,NJPW,Toukon Series 1980 - Day 24,06/11/1980,1980,Hulk Hogan & Paul Orndorff vs. Antonio Inoki & Riki Choshu,Best Two Out Of Three Falls Tag Team Match,,Link,M,4,"hulkhogan1, paulorndorff1, antonioinoki1, rikichoshu1, , , , , ,"
2,NJPW,Toukon Series 1980 - Day 24,06/11/1980,1980,Tatsumi Fujinami (c) vs. Steve Keirn,WWF Junior Heavyweight Title Match,,Link,S,2,"tatsumifujinami1, stevekeirn1, , , , , , , ,"
3,NJPW,Toukon Series 1980 - Day 21,03/11/1980,1980,Kengo Kimura (c) vs. Chavo Guerrero,NWA International Junior Heavyweight Title Match,,Link,S,2,"kengokimura1, chavoguerrero1, , , , , , , ,"
2,NJPW,Toukon Series 1980 - Day 21,03/11/1980,1980,Antonio Inoki (c) vs. Hulk Hogan,NWF Heavyweight Title Match,,Link,S,2,"antonioinoki1, hulkhogan1, , , , , , , ,"
2,NJPW,Toukon Series 1980 - Day 18,30/10/1980,1980,Tatsumi Fujinami vs. Hulk Hogan,Singles Match,,Link,S,2,"tatsumifujinami1, hulkhogan1, , , , , , , ,"
1,NJPW,Toukon Series 1980 - Day 18,30/10/1980,1980,Paul Orndorff vs. Antonio Inoki,Singles Match,,Link,S,2,"paulorndorff1, antonioinoki1, , , , , , , ,"
1,NJPW,Toukon Series 1980 - Day 13,24/10/1980,1980,Antonio Inoki (c) vs. Tiger Jeet Singh,UWA World Heavyweight Title Match,,Link,S,2,"antonioinoki1, tigerjeetsingh1, , , , , , , ,"
2,NJPW,Toukon Series 1980 - Day 1,10/10/1980,1980,Tatsumi Fujinami vs. Paul Orndorff,Singles Match,,Link,S,2,"tatsumifujinami1, paulorndorff1, , , , , , , ,"
4,NJPW,Fan Appreciation Super Fight,30/09/1980,1980,Tatsumi Fujinami (c) vs. Ron Starr,WWF Junior Heavyweight Title Match,,Link,S,2,"tatsumifujinami1, ronstarr1, , , , , , , ,"
3,NJPW,Fan Appreciation Super Fight,30/09/1980,1980,Antonio Inoki (c) vs. Ken Patera,NWF Heavyweight Title Match,,Link,S,2,"antonioinoki1, kenpatera1, , , , , , , ,"
2,NJPW,Fan Appreciation Super Fight,30/09/1980,1980,Kengo Kimura (c) vs. Chavo Guerrero,NWA International Junior Heavyweight Title Match,,Link,S,2,"kengokimura1, chavoguerrero1, , , , , , , ,"
2,NJPW,Fan Appreciation Super Fight,30/09/1980,1980,Bob Backlund (c) vs. Stan Hansen,WWF Heavyweight Title Match,,Link,S,2,"bobbacklund1, stanhansen1, , , , , , , ,"
4,NJPW,Bloody Fight Series 1980 - Day 29,25/09/1980,1980,Kengo Kimura (c) vs. Tatsumi Fujinami,NWA International Junior Heavyweight Title Match,,Link,S,2,"kengokimura1, tatsumifujinami1, , , , , , , ,"
3,NJPW,Bloody Fight Series 1980 - Day 29,25/09/1980,1980,Antonio Inoki (c) vs. Stan Hansen,NWF Heavyweight Title Match,,Link,S,2,"antonioinoki1, stanhansen1, , , , , , , ,"
3,NJPW,Bloody Fight Series 1980 - Day 23,19/09/1980,1980,Tatsumi Fujinami vs. Johnny Londos,Singles Match,,Link,S,2,"tatsumifujinami1, charlyverhulst1, , , , , , , ,"
2,NJPW,Bloody Fight Series 1980 - Day 23,19/09/1980,1980,Riki Choshu & Seiji Sakaguchi vs. Pete Roberts & Stan Hansen,Best Two Out Of Three Falls Tag Team Match,,Link,M,4,"rikichoshu1, seijisakaguchi1, peteroberts1, stanhansen1, , , , , ,"
2,NJPW,Bloody Fight Series 1980 - Day 17,11/09/1980,1980,Antonio Inoki (c) vs. Stan Hansen,NWF Heavyweight Title Match,,Link,S,2,"antonioinoki1, stanhansen1, , , , , , , ,"
1,NJPW,Bloody Fight Series 1980 - Day 17,11/09/1980,1980,Tatsumi Fujinami (c) vs. Tony Rocco,WWF Junior Heavyweight Title Match,,Link,S,2,"tatsumifujinami1, tonyrocco1, , , , , , , ,"
2,NJPW,Bloody Fight Series 1980 - Day 12,05/09/1980,1980,"Antonio Inoki, Kengo Kimura & Tatsumi Fujinami vs. Pete Roberts, Stan Hansen & Tony Rocco",Best Two Out Of Three Falls Six Man Tag Team Match,,Link,M,6,"antonioinoki1, kengokimura1, tatsumifujinami1, peteroberts1, stanhansen1, tonyrocco1, , , ,"
2,NJPW,Bloody Fight Series 1980 - Day 1,22/08/1980,1980,Stan Hansen vs. Seiji Sakaguchi,Singles Match,,Link,S,2,"stanhansen1, seijisakaguchi1, , , , , , , ,"
2,NJPW,Bloody Fight Series 1980 - Day 1,22/08/1980,1980,Bob Backlund (c) vs. Antonio Inoki,WWF Heavyweight Title Match,,Link,S,2,"bobbacklund1, antonioinoki1, , , , , , , ,"
1,NJPW,Summer Fight Series 1980 - Day 25,16/07/1980,1980,Kantaro Hoshino & Osamu Kido vs. The Hart Brothers (Bret Hart & Keith Hart),Tag Team Match,,Link,M,4,"kantarohoshino1, osamukido1, brethart1, keithhart1, , , , , ,"
3,NJPW,Summer Fight Series 1980 - Day 20,10/07/1980,1980,Bret Hart vs. Riki Choshu,Singles Match,,Link,S,2,"brethart1, rikichoshu1, , , , , , , ,"
2,NJPW,Summer Fight Series 1980 - Day 13,02/07/1980,1980,Yoshiaki Fujiwara vs. Johnny Mantell,Singles Match,,Link,S,2,"yoshiakifujiwara1, johnnymantell1, , , , , , , ,"
2,NJPW,Summer Fight Series 1980 - Day 8,27/06/1980,1980,The Hart Brothers (Bret Hart & Keith Hart) vs. Kantaro Hoshino & Ryuma Go,Tag Team Match,,Link,M,4,"brethart1, keithhart1, kintarooki1, ryumago1, , , , , ,"
4,NJPW,3rd Madison Square Garden Series - Day 37,05/06/1980,1980,Stan Hansen vs. Antonio Inoki,MSG Series 1980 Final Match,,Link,S,2,"stanhansen1, antonioinoki1, , , , , , , ,"
3,NJPW,3rd Madison Square Garden Series - Day 37,05/06/1980,1980,Tatsumi Fujinami vs. Bob Backlund,Singles Match,,Link,S,2,"tatsumifujinami1, bobbacklund1, , , , , , , ,"
4,NJPW,3rd Madison Square Garden Series - Day 31,30/05/1980,1980,Tatsumi Fujinami vs. Antonio Inoki,MSG Series 1980 Match,,Link,S,2,"tatsumifujinami1, antonioinoki1, , , , , , , ,"
1,NJPW,3rd Madison Square Garden Series - Day 31,30/05/1980,1980,Hulk Hogan vs. Bob Backlund,Singles Match,,Link,S,2,"hulkhogan1, bobbacklund1, , , , , , , ,"
2,NJPW,3rd Madison Square Garden Series - Day 25,23/05/1980,1980,Dusty Rhodes & Stan Hansen vs. Bob Backlund & Tatsumi Fujinami,Tag Team Match,,Link,M,4,"dustyrhodes1, stanhansen1, bobbacklund1, tatsumifujinami1, , , , , ,"
1,NJPW,3rd Madison Square Garden Series - Day 25,23/05/1980,1980,Hulk Hogan vs. Antonio Inoki,Singles Match,,Link,S,2,"hulkhogan1, antonioinoki1, , , , , , , ,"
1,NJPW,3rd Madison Square Garden Series - Day 18,16/05/1980,1980,Stan Hansen vs. Dusty Rhodes,MSG Series 1980 Match,,Link,S,2,"stanhansen1, dustyrhodes1, , , , , , , ,"
3,NJPW,3rd Madison Square Garden Series - Day 12,09/05/1980,1980,Tatsumi Fujinami (c) vs. Chavo Guerrero,WWF Junior Heavyweight Title Match,,Link,S,2,"tatsumifujinami1, chavoguerrero1, , , , , , , ,"
2,NJPW,3rd Madison Square Garden Series - Day 12,09/05/1980,1980,Antonio Inoki (c) vs. Stan Hansen,NWF World Heavyweight Title Match,,Link,S,2,"antonioinoki1, stanhansen1, , , , , , , ,"
2,NJPW,3rd Madison Square Garden Series - Day 1,25/04/1980,1980,Riki Choshu vs. Ryuma Go,MSG Series 1980 Preliminary Block C First Round Match,,Link,S,2,"rikichoshu1, ryumago1, , , , , , , ,"
3,NJPW,Big Fight Series 1980 - Day 29,04/04/1980,1980,Kantaro Hoshino & Kotetsu Yamamoto vs. Goro Tsurumi & Katsuzo Oiyama,Tag Team Match,,Link,M,4,"kantarohoshino1, kotetsuyamamoto1, gorotsurumi1, katsuzomatsumoto1, , , , , ,"
3,NJPW,Big Fight Series 1980 - Day 29,04/04/1980,1980,Stan Hansen vs. Antonio Inoki,Singles Match,,Link,S,2,"stanhansen1, antonioinoki1, , , , , , , ,"
3,NJPW,Big Fight Series 1980 - Day 29,04/04/1980,1980,Mike Graham (c) vs. Tatsumi Fujinami,NWA International Junior Heavyweight Title Match,,Link,S,2,"mikegraham1, tatsumifujinami1, , , , , , , ,"
4,NJPW,Big Fight Series 1980 - Day 28,03/04/1980,1980,Tatsumi Fujinami (c) vs. Ashura Hara,WWF Junior Heavyweight Title Match,,Link,S,2,"tatsumifujinami1, ashurahara1, , , , , , , ,"
3,NJPW,Big Fight Series 1980 - Day 28,03/04/1980,1980,Gran Hamada (c) vs. Baby Face,UWA World Light Heavyweight Title Match,,Link,S,2,"granhamada1, babeface1, , , , , , , ,"
3,NJPW,Big Fight Series 1980 - Day 28,03/04/1980,1980,Stan Hansen (c) vs. Antonio Inoki,NWF World Heavyweight Title Match,,Link,S,2,"stanhansen1, antonioinoki1, , , , , , , ,"
2,NJPW,Big Fight Series 1980 - Day 24,28/03/1980,1980,Mike Graham & Stan Hansen vs. Antonio Inoki & Tatsumi Fujinami,Best Two Out Of Three Falls Tag Team Match,,Link,M,4,"mikegraham1, stanhansen1, antonioinoki1, tatsumifujinami1, , , , , ,"
3,NJPW,Big Fight Series 1980 - Day 7,07/03/1980,1980,George Takano & Gran Hamada vs. Armando Guerrero & Baby Face,Tag Team Match,,Link,M,4,"georgetakano1, granhamada1, mandoguerrero1, babeface1, , , , , ,"
3,NJPW,New Year Golden Series 1980 - Day 31,08/02/1980,1980,Antonio Inoki (c) vs. Stan Hansen,NWF World Heavyweight Title Match,,Link,S,2,"antonioinoki1, stanhansen1, , , , , , , ,"
3,NJPW,New Year Golden Series 1980 - Day 28,05/02/1980,1980,Tatsumi Fujinami (c) vs. Dynamite Kid,WWF Junior Heavyweight Title Match,,Link,S,2,"tatsumifujinami1, dynamitekid1, , , , , , , ,"
2,NJPW,New Year Golden Series 1980 - Day 25,01/02/1980,1980,Tatsumi Fujinami (c) vs. Steve Keirn (c),NWA International Junior Heavyweight Title / WWF Junior Heavyweight Title Two Out Of Three Falls Match,,Link,S,2,"tatsumifujinami1, stevekeirn1, , , , , , , ,"
4,NJPW,New Year Golden Series 1980 - Day 14,18/01/1980,1980,Dynamite Kid & Steve Keirn vs. Kantaro Hoshino & Tatsumi Fujinami,Best Two Out Of Three Falls Tag Team Match,,Link,M,4,"dynamitekid1, stevekeirn1, kantarohoshino1, tatsumifujinami1, , , , , ,"
2,NJPW,New Year Golden Series 1980 - Day 14,18/01/1980,1980,Stan Hansen vs. Riki Choshu,Singles Match,,Link,S,2,"stanhansen1, rikichoshu1, , , , , , , ,"
3,NJPW,NJPW,15/12/1974,1974,Antonio Inoki (c) vs. Andre The Giant,NWF World Heavyweight Title Match,,Link,S,2,"antonioinoki1, andrethegiant1, , , , , , , ,"
4,NJPW,Toukon Series II 1974 - Day 39,12/12/1974,1974,Antonio Inoki (c) vs. Strong Kobayashi,NWF Heavyweight Title Match,,Link,S,2,"antonioinoki1, strongkobayashi1, , , , , , , ,"
3,NJPW,Toukon Series 1974 - Day 30,10/10/1974,1974,Antonio Inoki (c) vs. Kintaro Oki,NWF Heavyweight Title Match,,Link,S,2,"antonioinoki1, kintarooki1, , , , , , , ,"
1,NJPW,Golden Fight Series 1974 - Day 27,26/06/1974,1974,Antonio Inoki (c) vs. Tiger Jeet Singh,NWF Heavyweight Title Best Two Out Of Three Falls Match,,Link,,2,"antonioinoki1, tigerjeetsingh1, , , , , , , ,"
1,NJPW,Golden Fight Series 1974 - Day 22,20/06/1974,1974,Antonio Inoki (c) vs. Tiger Jeet Singh,NWF Heavyweight Title Best Two Out Of Three Falls Match,,Link,,2,"antonioinoki1, tigerjeetsingh1, , , , , , , ,"
3,NJPW,The 1st World League 1974 - Day 27,08/05/1974,1974,Killer Karl Krupp vs. Seiji Sakaguchi,World League Tournament 1974 Playoff Match,,Link,S,2,"seijisakaguchi1, killerkarlkrupp1, , , , , , , ,"
3,NJPW,The 1st World League 1974 - Day 27,08/05/1974,1974,Antonio Inoki vs. Seiji Sakaguchi,World League Tournament 1974 Playoff Match,,Link,S,2,"antonioinoki1, seijisakaguchi1, , , , , , , ,"
2,NJPW,The 1st World League 1974 - Day 27,08/05/1974,1974,Antonio Inoki vs. Killer Karl Krupp,World League Tournament 1974 Final Match,,Link,S,2,"antonioinoki1, killerkarlkrupp1, , , , , , , ,"
3,NJPW,The 1st World League 1974 - Day 18,26/04/1974,1974,Antonio Inoki vs. Seiji Sakaguchi,World League Tournament 1974 Match,,Link,M,2,"antonioinoki1, seijisakaguchi1, , , , , , , ,"
3,NJPW,Big Fight Series 1974 - Day 19,19/03/1974,1974,Andre The Giant vs. Seiji Sakaguchi,Singles Match,,Link,M,2,"andrethegiant1, seijisakaguchi1, , , , , , , ,"
3,NJPW,Big Fight Series 1974 - Day 19,19/03/1974,1974,Antonio Inoki (c) vs. Strong Kobayashi,NWF Heavyweight Title Match,,Link,S,2,"antonioinoki1, strongkobayashi1, , , , , , , ,"
2,NJPW,World Title Challenge Series 1973 - Day 9,10/12/1973,1973,Johnny Powers (c) vs. Antonio Inoki,NWF Heavyweight Title Best Two Out Of Three Falls Match,,Link,S,2,"johnnypowers1, antonioinoki1, , , , , , , ,"
3,NJPW,World's Strongest Tag Team Match,14/10/1973,1973,Karl Gotch & Lou Thesz vs. Antonio Inoki & Seiji Sakaguchi,Best Two Out Of Three Falls Tag Team Match,,Link,M,4,"karlgotch1, louthesz1, antonioinoki1, seijisakaguchi1, , , , , ,"
2,NWA Hollywood,House Show,24/08/1973,1973,Johnny Powers & Pat Patterson (c) vs. Antonio Inoki & Seiji Sakaguchi,NWA North American Tag Team Title Best Two Out Of Three Falls Match,,Link,M,4,"johnnypowers1, patpatterson1, antonioinoki1, seijisakaguchi1, , , , , ,"
4,NWA Hollywood,House Show,19/05/1972,1972,The Funk Brothers (Dory Funk Jr. & Terry Funk) (c) vs. Giant Baba & Seiji Sakaguchi,NWA International Tag Team Title Best Two Out Of Three Falls Match,,Link,M,4,"doryfunkjr1, terryfunk1, giantbaba1, seijisakaguchi1, , , , , , "
3,NWA Hollywood,House Show,18/12/1970,1970,Gene Kiniski (c) vs. Giant Baba,NWA International Heavyweight Title Best Two Out Of Three Falls Match,,Link,S,2,"genekiniski1, giantbaba1, , , , , , , ,"
3,NWA Mid-America,House Show,16/09/1974,1974,Jack Brisco (c) vs. Jerry Lawler,NWA World Heavyweight Title Match,Mid South Coliseum,Link,S,2,"jackbrisco1, jerrylawler1, , , , , , , ,"
3,NWA Mid-America,"NWA Mid-America House Nashville, TN",24/07/1974,1974,Jerry Lawler (c) vs. Jackie Fargo,NWA Southern Junior Heavyweight Title Barbed Wire Match,"Nashville, TN",,S,2,"jerrylawler1, jackiefargo1, , , , , , , ,"
3,NWA St. Louis,Wrestling At The Chase,23/08/1981,1981,Harley Race vs. David von Erich,Singles Match,,Link,S,2,"harleyrace1, davidvonerich1, , , , , , , ,"
2,NWA St. Louis,Wrestling At The Chase,02/08/1981,1981,Ken Patera vs. Kerry von Erich,Singles Match,,Link,S,2,"kenpatera1, kerryvonerich1, , , , , , , ,"
3,NWA St. Louis,Wrestling At The Chase,10/05/1981,1981,Ric Flair vs. Pat O'Connor,Singles Match,,Link,S,2,"ricflair1, patoconnor1, , , , , , , ,"
2,NWA Hollywood,House Show,05/10/1980,1980,John Tolos vs. Mando Guerrero,Singles Match,,Link,S,2,"johntolos1, mandoguerrero1, , , , , , , ,"
